value,series,district,area,speed,month
1200.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 31-35,2011-01-01
400.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 36-40,2011-01-01
510.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 41-45,2011-01-01
630.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 46-50,2011-01-01
420.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, <11,2011-12-01
8080.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 11-15,2011-12-01
8040.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 16-20,2011-12-01
4930.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 21-25,2011-12-01
1380.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 26-30,2011-12-01
600.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 31-35,2011-12-01
1020.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 41-45,2011-12-01
90.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, <11,2012-01-01
5200.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 11-15,2012-01-01
3360.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 16-20,2012-01-01
2890.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 21-25,2012-01-01
1380.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 26-30,2012-01-01
400.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 36-40,2012-01-01
210.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, <11,2012-12-01
2640.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 11-15,2012-12-01
6e3,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 16-20,2012-12-01
3230.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 21-25,2012-12-01
1380.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 26-30,2012-12-01
900.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 31-35,2012-12-01
800.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 36-40,2012-12-01
510.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 41-45,2012-12-01
390.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, <11,2013-01-01
3840.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 11-15,2013-01-01
3600.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 16-20,2013-01-01
2040.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 21-25,2013-01-01
690.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 26-30,2013-01-01
600.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 31-35,2013-01-01
400.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 36-40,2013-01-01
4800.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, <11,2013-12-01
10800.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 11-15,2013-12-01
6240.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 16-20,2013-12-01
2720.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 21-25,2013-12-01
920.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 26-30,2013-12-01
400.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 36-40,2013-12-01
6660.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, <11,2014-01-01
9600.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 11-15,2014-01-01
6480.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 16-20,2014-01-01
2040.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 21-25,2014-01-01
1150.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 26-30,2014-01-01
300.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 31-35,2014-01-01
330.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, <11,2014-12-01
9280.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 11-15,2014-12-01
5880.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 16-20,2014-12-01
3400.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 21-25,2014-12-01
1380.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 26-30,2014-12-01
300.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 31-35,2014-12-01
400.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 36-40,2014-12-01
870.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, <11,2015-01-01
11920.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 11-15,2015-01-01
10680.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 16-20,2015-01-01
3230.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 21-25,2015-01-01
1610.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 26-30,2015-01-01
600.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 31-35,2015-01-01
510.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 41-45,2015-01-01
1260.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 46-50,2015-01-01
2880.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, <11,2015-12-01
15760.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 11-15,2015-12-01
8160.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 16-20,2015-12-01
2720.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 21-25,2015-12-01
690.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 26-30,2015-12-01
300.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 31-35,2015-12-01
800.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 36-40,2015-12-01
1260.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, <11,2016-01-01
14480.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 11-15,2016-01-01
6360.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 16-20,2016-01-01
1700.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 21-25,2016-01-01
1150.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 26-30,2016-01-01
600.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 31-35,2016-01-01
400.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM Central, 36-40,2016-01-01
60.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, <11,2009-12-01
3600.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 11-15,2009-12-01
8760.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2009-12-01
5100.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2009-12-01
2300.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2009-12-01
600.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 31-35,2009-12-01
2e3,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 36-40,2009-12-01
9200.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 11-15,2010-01-01
17520.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2010-01-01
16830.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2010-01-01
8050.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2010-01-01
9300.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 31-35,2010-01-01
6800.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 36-40,2010-01-01
2040.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 41-45,2010-01-01
1890.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 46-50,2010-01-01
270.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, <11,2010-12-01
6080.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 11-15,2010-12-01
12720.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2010-12-01
9350.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2010-12-01
7360.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2010-12-01
4200.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 31-35,2010-12-01
3600.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 36-40,2010-12-01
2550.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 41-45,2010-12-01
1260.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 46-50,2010-12-01
330.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, <11,2011-01-01
13200.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 11-15,2011-01-01
20160.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2011-01-01
15810.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2011-01-01
8050.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2011-01-01
3300.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 31-35,2011-01-01
2e3,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 36-40,2011-01-01
2040.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 41-45,2011-01-01
1260.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 46-50,2011-01-01
150.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, <11,2011-12-01
4400.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 11-15,2011-12-01
8880.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2011-12-01
4930.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2011-12-01
2760.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2011-12-01
1800.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 31-35,2011-12-01
2e3,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 36-40,2011-12-01
510.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 41-45,2011-12-01
3150.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 46-50,2011-12-01
420.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, <11,2012-01-01
7840.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 11-15,2012-01-01
12240.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2012-01-01
8500.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2012-01-01
5290.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2012-01-01
4200.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 31-35,2012-01-01
3600.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 36-40,2012-01-01
1020.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 41-45,2012-01-01
630.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 46-50,2012-01-01
180.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, <11,2012-12-01
4160.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 11-15,2012-12-01
6120.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2012-12-01
5100.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2012-12-01
3680.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2012-12-01
1500.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 31-35,2012-12-01
3600.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 36-40,2012-12-01
1020.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 41-45,2012-12-01
630.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 46-50,2012-12-01
60.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, <11,2013-01-01
4480.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 11-15,2013-01-01
9840.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2013-01-01
6290.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2013-01-01
5290.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2013-01-01
3300.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 31-35,2013-01-01
2800.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 36-40,2013-01-01
510.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 41-45,2013-01-01
1260.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 46-50,2013-01-01
3180.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, <11,2013-12-01
8960.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 11-15,2013-12-01
8520.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 16-20,2013-12-01
5440.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 21-25,2013-12-01
3220.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 26-30,2013-12-01
2100.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 31-35,2013-12-01
1200.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 36-40,2013-12-01
1020.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 41-45,2013-12-01
630.0,Officer-issued excess speed band monetary amount,Counties/Manukau,CM East, 46-50,2013-12-01
